1,作法,さほう,N3,n,"""manners"""
2,左右,さゆう,N3,n,"""left and right"""
3,皿,さら,N3,n,"""plate"""
4,猿,さる,N3,n,"""monkey (esp. the Japanese macaque"
5,騒ぎ,さわぎ,N3,n,"""uproar"""
6,参加,さんか,N3,n,"""participation"""
7,参考,さんこう,N3,n,"""reference"""
8,賛成,さんせい,N3,n,"""approval"""
9,酸性,さんせい,N3,n,"""acidity"""
10,酸素,さんそ,N3,n,"""oxygen (O)"""
11,詩,し,N3,n,"""poem"""
12,幸せ,しあわせ,N3,n,"""happiness"""
13,ジーンズ,ジーンズ,N3,n,"""jeans"""
14,ジェット機,ジェットき,N3,n,"""jet aeroplane"""
15,四季,しき,N3,n,"""the four seasons"""
16,時期,じき,N3,n,"""time"""
17,支給,しきゅう,N3,n,"""provision"""
18,刺激,しげき,N3,n,"""stimulus"""
19,資源,しげん,N3,n,"""resources"""
20,事件,じけん,N3,n,"""event"""
21,時刻,じこく,N3,n,"""time"""
22,自殺,じさつ,N3,n,"""suicide"""
23,支出,ししゅつ,N3,n,"""expenditure"""
24,事情,じじょう,N3,n,"""circumstances"""
25,詩人,しじん,N3,n,"""poet"""
26,自身,じしん,N3,n,"""(one's) self"""
27,自然,しぜん,N3,n,"""nature"""
28,思想,しそう,N3,n,"""thought"""
29,舌,した,N3,n,"""tongue"""
30,質,しつ,N3,n,"""quality"""
31,失業,しつぎょう,N3,n,"""unemployment"""
32,湿気,しっけ,N3,n,"""moisture"""
33,実験,じっけん,N3,n,"""experiment"""
34,実現,じつげん,N3,n,"""implementation (e.g. of a system)"""
35,実行,じっこう,N3,n,"""execution (e.g. of a plan)"""
36,実際,じっさい,N3,n,"""reality"""
37,実施,じっし,N3,n,"""enforcement"""
38,湿度,しつど,N3,n,"""humidity"""
39,失望,しつぼう,N3,n,"""disappointment"""
40,実力,じつりょく,N3,n,"""(real) ability"""
41,支店,してん,N3,n,"""branch office"""
42,指導,しどう,N3,n,"""guidance"""
43,児童,じどう,N3,n,"""children"""
44,品,しな,N3,n,"""article"""
45,支配,しはい,N3,n,"""rule"""
46,芝居,しばい,N3,n,"""play"""
47,芝生,しばふ,N3,n,"""lawn"""
48,支払,しはらい,N3,n,"""payment"""
49,死亡,しぼう,N3,n,"""death"""
50,資本,しほん,N3,n,"""funds"""
51,姉妹,しまい,N3,n,"""sisters"""
52,自慢,じまん,N3,n,"""pride"""
53,下,しも,N3,n,"""lower reaches (of a river)"""
54,霜,しも,N3,n,"""frost"""
55,借金,しゃっきん,N3,n,"""debt"""
56,週,しゅう,N3,n,"""week"""
57,州,しゅう,N3,n,"""state (of the US"
58,銃,じゅう,N3,n,"""gun"""
59,周囲,しゅうい,N3,n,"""surroundings"""
60,収穫,しゅうかく,N3,n,"""harvest"""
61,宗教,しゅうきょう,N3,n,"""religion"""
62,重視,じゅうし,N3,n,"""regarding as important"""
63,就職,しゅうしょく,N3,n,"""finding employment"""
64,ジュース,ジュース,N3,n,"""juice"""
65,修正,しゅうせい,N3,n,"""amendment"""
66,重体,じゅうたい,N3,n,"""serious condition"""
67,渋滞,じゅうたい,N3,n,"""(traffic) congestion"""
68,住宅,じゅうたく,N3,n,"""residence"""
69,集団,しゅうだん,N3,n,"""group"""
70,集中,しゅうちゅう,N3,n,"""concentration (on a task)"""
71,収入,しゅうにゅう,N3,n,"""income"""
72,住民,じゅうみん,N3,n,"""inhabitant"""
73,修理,しゅうり,N3,n,"""repair"""
74,主義,しゅぎ,N3,n,"""doctrine"""
75,宿泊,しゅくはく,N3,n,"""accommodation"""
76,手術,しゅじゅつ,N3,n,"""surgery"""
77,首相,しゅしょう,N3,n,"""prime minister"""
78,手段,しゅだん,N3,n,"""means"""
79,主張,しゅちょう,N3,n,"""claim"""
80,出場,しゅつじょう,N3,n,"""participation (in a tournament"
81,出身,しゅっしん,N3,n,"""one's origin (e.g. city"
82,出版,しゅっぱん,N3,n,"""publication"""
83,首都,しゅと,N3,n,"""capital (city)"""
84,主婦,しゅふ,N3,n,"""housewife"""
85,需要,じゅよう,N3,n,"""demand"""
86,種類,しゅるい,N3,n,"""variety"""
87,順,じゅん,N3,n,"""order"""
88,瞬間,しゅんかん,N3,n,"""moment"""
89,順番,じゅんばん,N3,n,"""order"""
90,使用,しよう,N3,n,"""use"""
91,小,しょう,N3,n,"""smallness"""
92,章,しょう,N3,n,"""chapter"""
93,賞,しょう,N3,n,"""prize"""
94,障害,しょうがい,N3,n,"""obstacle"""
95,奨学金,しょうがくきん,N3,n,"""scholarship"""
96,乗客,じょうきゃく,N3,n,"""passenger"""
97,上京,じょうきょう,N3,n,"""going (up) to the capital"""
98,状況,じょうきょう,N3,n,"""state of affairs"""
99,条件,じょうけん,N3,n,"""condition"""
100,正午,しょうご,N3,n,"""noon"""
101,常識,じょうしき,N3,n,"""common sense"""
102,少女,しょうじょ,N3,n,"""girl (usu. between 7 and 17)"""
103,症状,しょうじょう,N3,n,"""symptoms"""
104,状態,じょうたい,N3,n,"""state"""
105,上達,じょうたつ,N3,n,"""improvement (e.g. in skill"
106,冗談,じょうだん,N3,n,"""joke"""
107,衝突,しょうとつ,N3,n,"""collision"""
108,商人,しょうにん,N3,n,"""merchant"""
109,承認,しょうにん,N3,n,"""recognition"""
110,少年,しょうねん,N3,n,"""boy"""
111,商売,しょうばい,N3,n,"""trade"""
112,消費,しょうひ,N3,n,"""consumption"""
113,商品,しょうひん,N3,n,"""commodity"""
114,賞品,しょうひん,N3,n,"""prize"""
115,消防,しょうぼう,N3,n,"""fire fighting"""
116,情報,じょうほう,N3,n,"""information"""
117,証明,しょうめい,N3,n,"""proof"""
118,省略,しょうりゃく,N3,n,"""omission"""
119,女王,じょおう,N3,n,"""queen"""
120,職,しょく,N3,n,"""job"""
121,職業,しょくぎょう,N3,n,"""occupation"""
122,食卓,しょくたく,N3,n,"""dining table"""
123,食品,しょくひん,N3,n,"""food"""
124,植物,しょくぶつ,N3,n,"""plant"""
125,食物,しょくもつ,N3,n,"""food"""
126,食欲,しょくよく,N3,n,"""appetite (for food)"""
127,食料,しょくりょう,N3,n,"""food"""
128,食糧,しょくりょう,N3,n,"""food (esp. staple food such as rice or wheat)"""
129,書斎,しょさい,N3,n,"""study"""
130,女子,じょし,N3,n,"""woman"""
131,助手,じょしゅ,N3,n,"""assistant"""
132,署名,しょめい,N3,n,"""signature"""
133,書物,しょもつ,N3,n,"""book"""
134,女優,じょゆう,N3,n,"""actress"""
135,処理,しょり,N3,n,"""processing"""
136,書類,しょるい,N3,n,"""document"""
137,知らせ,しらせ,N3,n,"""news"""
138,尻,しり,N3,n,"""buttocks"""
139,知合い,しりあい,N3,n,"""acquaintance"""
140,印,しるし,N3,n,"""mark"""
141,城,しろ,N3,n,"""castle"""
142,進学,しんがく,N3,n,"""advancing to the next stage of education"""
143,神経,しんけい,N3,n,"""nerve"""
144,信仰,しんこう,N3,n,"""(religious) faith"""
145,信号,しんごう,N3,n,"""signal"""
146,人工,じんこう,N3,n,"""artificial"""
147,診察,しんさつ,N3,n,"""medical examination"""
148,人種,じんしゅ,N3,n,"""race (of people)"""
149,人生,じんせい,N3,n,"""(one's) life"""
150,親戚,しんせき,N3,n,"""relative"""
151,心臓,しんぞう,N3,n,"""heart"""
