1,現像,げんぞう,N1,n,"""development (of film)"""
2,原則,げんそく,N1,n,"""principle"""
3,見地,けんち,N1,n,"""point of view"""
4,現地,げんち,N1,n,"""actual place"""
5,限定,げんてい,N1,n,"""limit"""
6,原点,げんてん,N1,n,"""starting point"""
7,原典,げんてん,N1,n,"""original (text)"""
8,原爆,げんばく,N1,n,"""atomic bomb"""
9,原文,げんぶん,N1,n,"""original text"""
10,倹約,けんやく,N1,n,"""thrift"""
11,原油,げんゆ,N1,n,"""crude oil"""
12,兼用,けんよう,N1,n,"""multi-use"""
13,権力,けんりょく,N1,n,"""(political) power"""
14,言論,げんろん,N1,n,"""(one's) speech"""
15,語彙,ごい,N1,n,"""vocabulary"""
16,甲,こう,N1,n,"""carapace"""
17,好意,こうい,N1,n,"""kindness"""
18,行為,こうい,N1,n,"""act"""
19,合意,ごうい,N1,n,"""(coming to an) agreement"""
20,工学,こうがく,N1,n,"""engineering"""
21,抗議,こうぎ,N1,n,"""protest"""
22,合議,ごうぎ,N1,n,"""consultation"""
23,皇居,こうきょ,N1,n,"""Imperial Palace (of Japan)"""
24,好況,こうきょう,N1,n,"""prosperous (economic) conditions"""
25,鉱業,こうぎょう,N1,n,"""mining industry"""
26,興業,こうぎょう,N1,n,"""promotion of industry"""
27,高原,こうげん,N1,n,"""tableland"""
28,考古学,こうこがく,N1,n,"""archaeology"""
29,工作,こうさく,N1,n,"""handicraft"""
30,耕作,こうさく,N1,n,"""cultivation"""
31,鉱山,こうざん,N1,n,"""mine (ore)"""
32,講習,こうしゅう,N1,n,"""short course"""
33,口述,こうじゅつ,N1,n,"""dictation"""
34,控除,こうじょ,N1,n,"""subtraction"""
35,交渉,こうしょう,N1,n,"""negotiations"""
36,向上,こうじょう,N1,n,"""elevation"""
37,行進,こうしん,N1,n,"""march"""
38,香辛料,こうしんりょう,N1,n,"""spice"""
39,降水,こうすい,N1,n,"""rainfall"""
40,洪水,こうずい,N1,n,"""flood"""
41,合成,ごうせい,N1,n,"""composition"""
42,抗争,こうそう,N1,n,"""rivalry"""
43,構想,こうそう,N1,n,"""plan"""
44,後退,こうたい,N1,n,"""retreat"""
45,光沢,こうたく,N1,n,"""brilliance"""
46,公団,こうだん,N1,n,"""public corporation"""
47,講読,こうどく,N1,n,"""reading"""
48,購読,こうどく,N1,n,"""buying and reading (book"
49,購入,こうにゅう,N1,n,"""purchase"""
50,公認,こうにん,N1,n,"""official recognition"""
51,光熱費,こうねつひ,N1,n,"""cost of fuel and lighting"""
52,購買,こうばい,N1,n,"""procurement"""
