1,就任,しゅうにん,N2,n,"""assumption (of office)"""
2,周辺,しゅうへん,N2,n,"""circumference"""
3,重役,じゅうやく,N2,n,"""(company) director"""
4,終了,しゅうりょう,N2,n,"""end"""
5,重量,じゅうりょう,N2,n,"""weight"""
6,重力,じゅうりょく,N2,n,"""gravity"""
7,熟語,じゅくご,N2,n,"""kanji compound"""
8,祝日,しゅくじつ,N2,n,"""national holiday"""
9,縮小,しゅくしょう,N2,n,"""reduction"""
10,受験,じゅけん,N2,n,"""taking an examination (esp. for entrance to a school or university)"""
11,主語,しゅご,N2,n,"""subject"""
12,主人,しゅじん,N2,n,"""head (of a household)"""
13,出勤,しゅっきん,N2,n,"""going to work"""
14,述語,じゅつご,N2,n,"""predicate"""
15,出張,しゅっちょう,N2,n,"""business trip"""
16,寿命,じゅみょう,N2,n,"""lifespan"""
17,主役,しゅやく,N2,n,"""leading part"""
18,受話器,じゅわき,N2,n,"""(telephone) receiver"""
19,循環,じゅんかん,N2,n,"""circulation"""
20,巡査,じゅんさ,N2,n,"""police officer"""
21,順序,じゅんじょ,N2,n,"""order"""
22,純情,じゅんじょう,N2,n,"""pure heart"""
23,消化,しょうか,N2,n,"""digestion (of food)"""
24,小学生,しょうがくせい,N2,n,"""elementary school student"""
25,将棋,しょうぎ,N2,n,"""shogi"""
26,蒸気,じょうき,N2,n,"""steam"""
27,定規,じょうぎ,N2,n,"""(measuring) ruler"""
28,上級,じょうきゅう,N2,n,"""upper level"""
29,商業,しょうぎょう,N2,n,"""commerce"""
30,賞金,しょうきん,N2,n,"""prize money"""
31,上下,じょうげ,N2,n,"""top and bottom"""
32,障子,しょうじ,N2,n,"""shoji (paper sliding door)"""
33,商社,しょうしゃ,N2,n,"""trading company"""
34,乗車,じょうしゃ,N2,n,"""boarding (a train"
35,上旬,じょうじゅん,N2,n,"""first third of a month"""
36,小数,しょうすう,N2,n,"""fraction (part of)"""
37,商店,しょうてん,N2,n,"""shop"""
38,焦点,しょうてん,N2,n,"""focus"""
39,消毒,しょうどく,N2,n,"""disinfection"""
40,勝敗,しょうはい,N2,n,"""victory or defeat"""
41,蒸発,じょうはつ,N2,n,"""evaporation"""
42,勝負,しょうぶ,N2,n,"""victory or defeat"""
43,小便,しょうべん,N2,n,"""urine"""
44,消防署,しょうぼうしょ,N2,n,"""fire station"""
45,正面,しょうめん,N2,n,"""front"""
46,消耗,しょうもう,N2,n,"""exhaustion"""
47,初級,しょきゅう,N2,n,"""elementary level"""
48,助教授,じょきょうじゅ,N2,n,"""assistant professor"""
49,食塩,しょくえん,N2,n,"""table salt"""
50,職人,しょくにん,N2,n,"""craftsman"""
51,職場,しょくば,N2,n,"""one's post"""
52,書籍,しょせき,N2,n,"""book"""
53,食器,しょっき,N2,n,"""tableware"""
54,ショップ,ショップ,N2,n,"""shop"""
55,書店,しょてん,N2,n,"""bookshop"""
56,書道,しょどう,N2,n,"""calligraphy (esp. Asian calligraphy based on Chinese characters)"""
57,初歩,しょほ,N2,n,"""basics"""
58,白髪,しらが,N2,n,"""white hair"""
59,シリーズ,シリーズ,N2,n,"""series"""
60,私立,しりつ,N2,n,"""private (establishment)"""
61,資料,しりょう,N2,n,"""material"""
62,汁,しる,N2,n,"""juice"""
63,素人,しろうと,N2,n,"""amateur"""
64,芯,しん,N2,n,"""wick"""
65,新幹線,しんかんせん,N2,n,"""Shinkansen"""
66,真空,しんくう,N2,n,"""vacuum"""
67,人事,じんじ,N2,n,"""personnel affairs"""
68,心身,しんしん,N2,n,"""mind and body"""
